Month,Region,Channel,Product,Demographic,Units Sold,Return Rate,Avg Satisfaction,Social Engagement,Social Engagement Source
Mar 2023,Northeast,Social Referral,880v13,Boomer,119,0.1,4.9,5521.0,Twitter
Mar 2023,South,In-Store,Fresh Foam X,Gen Z,204,0.23,2.6,,
Mar 2023,South,In-Store,Fresh Foam X,Millennial,327,0.07,4.1,,
Mar 2023,South,In-Store,Fresh Foam X,Gen X,285,0.22,3.2,,
Mar 2023,South,In-Store,Fresh Foam X,Boomer,324,0.17,3.1,,
Mar 2023,South,In-Store,FuelCell Rebel,Gen Z,339,0.23,3.1,,
Mar 2023,South,In-Store,FuelCell Rebel,Millennial,113,0.15,3.9,,
Mar 2023,South,In-Store,FuelCell Rebel,Gen X,210,0.23,3.2,,
Mar 2023,South,In-Store,FuelCell Rebel,Boomer,183,0.09,4.2,,
Mar 2023,South,In-Store,880v13,Gen Z,127,0.19,2.7,,
Mar 2023,South,In-Store,880v13,Millennial,263,0.15,3.6,,
Mar 2023,South,In-Store,880v13,Gen X,109,0.05,4.6,,
Mar 2023,South,In-Store,880v13,Boomer,356,0.26,2.5,,
Mar 2023,South,Online,Fresh Foam X,Gen Z,100,0.11,3.5,,
Mar 2023,South,Online,Fresh Foam X,Millennial,383,0.13,4.3,,
Mar 2023,South,Online,Fresh Foam X,Gen X,219,0.17,3.7,,
Mar 2023,South,Online,Fresh Foam X,Boomer,306,0.23,3.4,,
Mar 2023,South,Online,FuelCell Rebel,Gen Z,229,0.13,3.6,,
Mar 2023,South,Online,FuelCell Rebel,Millennial,381,0.19,3.1,,
Mar 2023,South,Online,FuelCell Rebel,Gen X,260,0.12,3.8,,
Mar 2023,South,Online,FuelCell Rebel,Boomer,375,0.2,3.1,,
Mar 2023,South,Online,880v13,Gen Z,322,0.16,2.9,,
Mar 2023,South,Online,880v13,Millennial,393,0.21,2.6,,
Mar 2023,South,Online,880v13,Gen X,333,0.11,4.1,,
Mar 2023,South,Online,880v13,Boomer,228,0.11,4.0,,
Mar 2023,South,Social Referral,Fresh Foam X,Gen Z,104,0.14,3.6,6002.0,TikTok
Mar 2023,South,Social Referral,Fresh Foam X,Millennial,175,0.12,3.9,4610.0,Facebook
Mar 2023,South,Social Referral,Fresh Foam X,Gen X,100,0.18,2.9,7450.0,Instagram
Mar 2023,South,Social Referral,Fresh Foam X,Boomer,319,0.09,4.2,3332.0,Instagram
Mar 2023,South,Social Referral,FuelCell Rebel,Gen Z,260,0.2,2.9,5510.0,TikTok
Mar 2023,South,Social Referral,FuelCell Rebel,Millennial,197,0.22,2.5,3599.0,TikTok
Mar 2023,South,Social Referral,FuelCell Rebel,Gen X,181,0.13,3.9,4520.0,Instagram
Mar 2023,South,Social Referral,FuelCell Rebel,Boomer,188,0.2,3.3,2806.0,TikTok
Mar 2023,South,Social Referral,880v13,Gen Z,242,0.11,4.4,2670.0,Instagram
Mar 2023,South,Social Referral,880v13,Millennial,201,0.13,3.8,3949.0,TikTok
Mar 2023,South,Social Referral,880v13,Gen X,364,0.2,2.9,1250.0,Instagram
Mar 2023,South,Social Referral,880v13,Boomer,253,0.26,2.5,5256.0,Twitter
Mar 2023,Midwest,In-Store,Fresh Foam X,Gen Z,142,0.18,3.4,,
Mar 2023,Midwest,In-Store,Fresh Foam X,Millennial,120,0.19,3.2,,
Mar 2023,Midwest,In-Store,Fresh Foam X,Gen X,380,0.09,4.6,,
Mar 2023,Midwest,In-Store,Fresh Foam X,Boomer,376,0.08,4.2,,
Mar 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,151,0.18,3.3,,
Mar 2023,Midwest,In-Store,FuelCell Rebel,Millennial,255,0.05,4.6,,
Mar 2023,Midwest,In-Store,FuelCell Rebel,Gen X,257,0.1,4.3,,
Mar 2023,Midwest,In-Store,FuelCell Rebel,Boomer,231,0.15,3.9,,
Mar 2023,Midwest,In-Store,880v13,Gen Z,362,0.1,4.2,,
Mar 2023,Midwest,In-Store,880v13,Millennial,258,0.12,3.9,,
Mar 2023,Midwest,In-Store,880v13,Gen X,397,0.14,3.8,,
Mar 2023,Midwest,In-Store,880v13,Boomer,362,0.13,4.0,,
Mar 2023,Midwest,Online,Fresh Foam X,Gen Z,272,0.17,3.3,,
Mar 2023,Midwest,Online,Fresh Foam X,Millennial,217,0.28,2.5,,
Mar 2023,Midwest,Online,Fresh Foam X,Gen X,125,0.17,2.9,,
Mar 2023,Midwest,Online,Fresh Foam X,Boomer,220,0.09,3.9,,
Mar 2023,Midwest,Online,FuelCell Rebel,Gen Z,392,0.2,2.7,,
Mar 2023,Midwest,Online,FuelCell Rebel,Millennial,199,0.24,2.5,,
Mar 2023,Midwest,Online,FuelCell Rebel,Gen X,245,0.12,3.9,,
Mar 2023,Midwest,Online,FuelCell Rebel,Boomer,341,0.13,3.5,,
Mar 2023,Midwest,Online,880v13,Gen Z,207,0.13,3.8,,
Mar 2023,Midwest,Online,880v13,Millennial,249,0.15,3.5,,
Mar 2023,Midwest,Online,880v13,Gen X,259,0.08,4.4,,
Mar 2023,Midwest,Online,880v13,Boomer,176,0.15,4.3,,
Mar 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,357,0.18,2.7,4073.0,Twitter
Mar 2023,Midwest,Social Referral,Fresh Foam X,Millennial,340,0.24,2.7,6806.0,Instagram
Mar 2023,Midwest,Social Referral,Fresh Foam X,Gen X,387,0.13,3.6,4127.0,Instagram
Mar 2023,Midwest,Social Referral,Fresh Foam X,Boomer,295,0.1,4.4,4677.0,TikTok
Mar 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,126,0.08,4.4,7534.0,Instagram
Mar 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,157,0.19,3.5,3185.0,Facebook
Mar 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,357,0.05,4.3,3762.0,Facebook
Mar 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,386,0.16,3.2,5784.0,Twitter
Mar 2023,Midwest,Social Referral,880v13,Gen Z,257,0.23,2.6,6971.0,TikTok
Mar 2023,Midwest,Social Referral,880v13,Millennial,243,0.09,3.8,4576.0,Facebook
Mar 2023,Midwest,Social Referral,880v13,Gen X,217,0.21,2.9,8478.0,Instagram
Mar 2023,Midwest,Social Referral,880v13,Boomer,330,0.17,3.4,6502.0,Twitter
Mar 2023,West,In-Store,Fresh Foam X,Gen Z,325,0.12,3.4,,
Mar 2023,West,In-Store,Fresh Foam X,Millennial,357,0.15,3.7,,
Mar 2023,West,In-Store,Fresh Foam X,Gen X,279,0.16,3.4,,
Mar 2023,West,In-Store,Fresh Foam X,Boomer,361,0.15,3.8,,
Mar 2023,West,In-Store,FuelCell Rebel,Gen Z,200,0.15,2.8,,
Mar 2023,West,In-Store,FuelCell Rebel,Millennial,148,0.15,3.5,,
Mar 2023,West,In-Store,FuelCell Rebel,Gen X,390,0.17,3.9,,
Mar 2023,West,In-Store,FuelCell Rebel,Boomer,233,0.13,3.6,,
Mar 2023,West,In-Store,880v13,Gen Z,113,0.14,3.4,,
Mar 2023,West,In-Store,880v13,Millennial,165,0.13,3.5,,
Mar 2023,West,In-Store,880v13,Gen X,305,0.15,3.6,,
Mar 2023,West,In-Store,880v13,Boomer,124,0.11,4.7,,
Mar 2023,West,Online,Fresh Foam X,Gen Z,388,0.15,3.7,,
Mar 2023,West,Online,Fresh Foam X,Millennial,209,0.16,3.4,,
Mar 2023,West,Online,Fresh Foam X,Gen X,124,0.11,4.0,,
Mar 2023,West,Online,Fresh Foam X,Boomer,124,0.14,3.6,,
Mar 2023,West,Online,FuelCell Rebel,Gen Z,111,0.15,3.6,,
Mar 2023,West,Online,FuelCell Rebel,Millennial,240,0.19,3.0,,
Mar 2023,West,Online,FuelCell Rebel,Gen X,259,0.18,2.8,,
Mar 2023,West,Online,FuelCell Rebel,Boomer,159,0.08,3.7,,
Mar 2023,West,Online,880v13,Gen Z,104,0.14,4.0,,
Mar 2023,West,Online,880v13,Millennial,229,0.23,2.7,,
Mar 2023,West,Online,880v13,Gen X,155,0.12,3.3,,
Mar 2023,West,Online,880v13,Boomer,198,0.11,3.7,,
Mar 2023,West,Social Referral,Fresh Foam X,Gen Z,351,0.23,3.1,3900.0,Instagram
Mar 2023,West,Social Referral,Fresh Foam X,Millennial,320,0.11,4.0,8433.0,Twitter
Mar 2023,West,Social Referral,Fresh Foam X,Gen X,162,0.13,4.1,3090.0,Twitter
Mar 2023,West,Social Referral,Fresh Foam X,Boomer,113,0.22,2.7,3256.0,Facebook
Mar 2023,West,Social Referral,FuelCell Rebel,Gen Z,282,0.12,3.0,4180.0,Twitter
Mar 2023,West,Social Referral,FuelCell Rebel,Millennial,164,0.17,3.6,4259.0,TikTok
Mar 2023,West,Social Referral,FuelCell Rebel,Gen X,280,0.1,4.0,2059.0,TikTok
Mar 2023,West,Social Referral,FuelCell Rebel,Boomer,282,0.25,2.5,5830.0,TikTok
Mar 2023,West,Social Referral,880v13,Gen Z,326,0.08,3.7,7206.0,TikTok
Mar 2023,West,Social Referral,880v13,Millennial,204,0.14,3.7,3903.0,Facebook
Mar 2023,West,Social Referral,880v13,Gen X,229,0.07,4.2,4867.0,TikTok
Mar 2023,West,Social Referral,880v13,Boomer,389,0.2,2.7,1757.0,Instagram
Apr 2023,Northeast,In-Store,Fresh Foam X,Gen Z,272,0.17,3.1,,
Apr 2023,Northeast,In-Store,Fresh Foam X,Millennial,186,0.14,3.6,,
Apr 2023,Northeast,In-Store,Fresh Foam X,Gen X,186,0.13,3.8,,
Apr 2023,Northeast,In-Store,Fresh Foam X,Boomer,251,0.15,3.3,,
Apr 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,331,0.08,3.9,,
Apr 2023,Northeast,In-Store,FuelCell Rebel,Millennial,238,0.12,4.2,,
Apr 2023,Northeast,In-Store,FuelCell Rebel,Gen X,360,0.21,3.0,,
Apr 2023,Northeast,In-Store,FuelCell Rebel,Boomer,107,0.2,2.8,,
Apr 2023,Northeast,In-Store,880v13,Gen Z,148,0.11,3.6,,
Apr 2023,Northeast,In-Store,880v13,Millennial,204,0.17,3.9,,
Apr 2023,Northeast,In-Store,880v13,Gen X,289,0.13,3.9,,
Apr 2023,Northeast,In-Store,880v13,Boomer,263,0.22,3.3,,
Apr 2023,Northeast,Online,Fresh Foam X,Gen Z,387,0.1,4.1,,
Apr 2023,Northeast,Online,Fresh Foam X,Millennial,109,0.18,3.1,,
Apr 2023,Northeast,Online,Fresh Foam X,Gen X,282,0.14,3.4,,
Apr 2023,Northeast,Online,Fresh Foam X,Boomer,223,0.09,4.0,,
Apr 2023,Northeast,Online,FuelCell Rebel,Gen Z,312,0.15,4.1,,
Apr 2023,Northeast,Online,FuelCell Rebel,Millennial,212,0.08,4.5,,
Apr 2023,Northeast,Online,FuelCell Rebel,Gen X,131,0.19,3.0,,
Apr 2023,Northeast,Online,FuelCell Rebel,Boomer,367,0.14,3.7,,
Apr 2023,Northeast,Online,880v13,Gen Z,248,0.09,4.2,,
Apr 2023,Northeast,Online,880v13,Millennial,323,0.16,3.0,,
Apr 2023,Northeast,Online,880v13,Gen X,334,0.16,2.9,,
Apr 2023,Northeast,Online,880v13,Boomer,368,0.15,3.5,,
Apr 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,382,0.15,3.7,4363.0,Twitter
Apr 2023,Northeast,Social Referral,Fresh Foam X,Millennial,288,0.1,4.2,7152.0,Instagram
Apr 2023,Northeast,Social Referral,Fresh Foam X,Gen X,122,0.19,3.2,6934.0,Instagram
Apr 2023,Northeast,Social Referral,Fresh Foam X,Boomer,285,0.18,3.1,3724.0,TikTok
Apr 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,109,0.19,3.3,7316.0,Instagram
Apr 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,185,0.2,3.1,5354.0,TikTok
Apr 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,113,0.19,3.3,6689.0,TikTok
Apr 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,169,0.19,2.9,1858.0,TikTok
Apr 2023,Northeast,Social Referral,880v13,Gen Z,123,0.13,3.6,4409.0,Instagram
Apr 2023,Northeast,Social Referral,880v13,Millennial,372,0.13,3.5,8837.0,TikTok
Apr 2023,Northeast,Social Referral,880v13,Gen X,315,0.14,3.5,4633.0,Twitter
Apr 2023,Northeast,Social Referral,880v13,Boomer,257,0.16,3.2,6241.0,TikTok
Apr 2023,South,In-Store,Fresh Foam X,Gen Z,310,0.14,3.5,,
Apr 2023,South,In-Store,Fresh Foam X,Millennial,129,0.15,3.9,,
Apr 2023,South,In-Store,Fresh Foam X,Gen X,272,0.13,3.4,,
Apr 2023,South,In-Store,Fresh Foam X,Boomer,282,0.12,3.4,,
Apr 2023,South,In-Store,FuelCell Rebel,Gen Z,212,0.23,2.9,,
Apr 2023,South,In-Store,FuelCell Rebel,Millennial,217,0.1,4.6,,
Apr 2023,South,In-Store,FuelCell Rebel,Gen X,359,0.08,4.2,,
Apr 2023,South,In-Store,FuelCell Rebel,Boomer,297,0.17,2.9,,
Apr 2023,South,In-Store,880v13,Gen Z,237,0.16,2.9,,
Apr 2023,South,In-Store,880v13,Millennial,150,0.2,2.9,,
Apr 2023,South,In-Store,880v13,Gen X,148,0.18,3.2,,
Apr 2023,South,In-Store,880v13,Boomer,169,0.13,3.7,,
Apr 2023,South,Online,Fresh Foam X,Gen Z,394,0.05,4.5,,
Apr 2023,South,Online,Fresh Foam X,Millennial,199,0.12,3.9,,
Apr 2023,South,Online,Fresh Foam X,Gen X,287,0.19,3.0,,
Apr 2023,South,Online,Fresh Foam X,Boomer,135,0.1,3.7,,
Apr 2023,South,Online,FuelCell Rebel,Gen Z,369,0.11,3.6,,
Apr 2023,South,Online,FuelCell Rebel,Millennial,281,0.21,2.8,,
Apr 2023,South,Online,FuelCell Rebel,Gen X,169,0.15,3.3,,
Apr 2023,South,Online,FuelCell Rebel,Boomer,283,0.16,3.3,,
Apr 2023,South,Online,880v13,Gen Z,120,0.05,4.8,,
Apr 2023,South,Online,880v13,Millennial,106,0.14,3.5,,
Apr 2023,South,Online,880v13,Gen X,259,0.16,3.4,,
Apr 2023,South,Online,880v13,Boomer,242,0.14,3.9,,
Apr 2023,South,Social Referral,Fresh Foam X,Gen Z,253,0.07,4.1,6191.0,Instagram
Apr 2023,South,Social Referral,Fresh Foam X,Millennial,260,0.09,4.0,4187.0,Instagram
Apr 2023,South,Social Referral,Fresh Foam X,Gen X,185,0.2,3.8,4556.0,TikTok
Apr 2023,South,Social Referral,Fresh Foam X,Boomer,116,0.16,3.0,5827.0,TikTok
Apr 2023,South,Social Referral,FuelCell Rebel,Gen Z,104,0.13,4.3,7654.0,Twitter
Apr 2023,South,Social Referral,FuelCell Rebel,Millennial,393,0.1,3.9,7062.0,Instagram
Apr 2023,South,Social Referral,FuelCell Rebel,Gen X,148,0.12,3.6,4275.0,TikTok
Apr 2023,South,Social Referral,FuelCell Rebel,Boomer,313,0.1,3.7,5689.0,Instagram
Apr 2023,South,Social Referral,880v13,Gen Z,267,0.19,3.1,4729.0,Instagram
Apr 2023,South,Social Referral,880v13,Millennial,378,0.31,2.5,6722.0,TikTok
Apr 2023,South,Social Referral,880v13,Gen X,366,0.16,3.0,6378.0,Twitter
Apr 2023,South,Social Referral,880v13,Boomer,184,0.12,4.1,2929.0,Instagram
Apr 2023,Midwest,In-Store,Fresh Foam X,Gen Z,337,0.09,4.1,,
Apr 2023,Midwest,In-Store,Fresh Foam X,Millennial,367,0.17,3.0,,
Apr 2023,Midwest,In-Store,Fresh Foam X,Gen X,358,0.28,2.5,,
Apr 2023,Midwest,In-Store,Fresh Foam X,Boomer,107,0.16,3.6,,
Apr 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,206,0.2,2.8,,
Apr 2023,Midwest,In-Store,FuelCell Rebel,Millennial,345,0.11,4.2,,
Apr 2023,Midwest,In-Store,FuelCell Rebel,Gen X,228,0.16,3.4,,
Apr 2023,Midwest,In-Store,FuelCell Rebel,Boomer,120,0.1,4.4,,
Apr 2023,Midwest,In-Store,880v13,Gen Z,201,0.17,3.1,,
Apr 2023,Midwest,In-Store,880v13,Millennial,230,0.24,2.7,,
Apr 2023,Midwest,In-Store,880v13,Gen X,253,0.16,3.3,,
Apr 2023,Midwest,In-Store,880v13,Boomer,288,0.09,3.8,,
Apr 2023,Midwest,Online,Fresh Foam X,Gen Z,233,0.1,4.3,,
Apr 2023,Midwest,Online,Fresh Foam X,Millennial,312,0.19,2.9,,
Apr 2023,Midwest,Online,Fresh Foam X,Gen X,175,0.1,3.8,,
Apr 2023,Midwest,Online,Fresh Foam X,Boomer,376,0.12,4.3,,
Apr 2023,Midwest,Online,FuelCell Rebel,Gen Z,133,0.12,3.2,,
Apr 2023,Midwest,Online,FuelCell Rebel,Millennial,174,0.21,3.4,,
Apr 2023,Midwest,Online,FuelCell Rebel,Gen X,249,0.19,3.3,,
Apr 2023,Midwest,Online,FuelCell Rebel,Boomer,370,0.13,3.8,,
Apr 2023,Midwest,Online,880v13,Gen Z,347,0.13,3.9,,
Apr 2023,Midwest,Online,880v13,Millennial,346,0.19,2.7,,
Apr 2023,Midwest,Online,880v13,Gen X,103,0.13,3.8,,
Apr 2023,Midwest,Online,880v13,Boomer,242,0.2,2.6,,
Apr 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,241,0.14,3.7,5423.0,TikTok
Apr 2023,Midwest,Social Referral,Fresh Foam X,Millennial,318,0.19,2.8,5225.0,Twitter
Apr 2023,Midwest,Social Referral,Fresh Foam X,Gen X,137,0.12,3.4,4642.0,TikTok
Apr 2023,Midwest,Social Referral,Fresh Foam X,Boomer,183,0.1,4.0,4545.0,Instagram
Apr 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,201,0.19,3.0,5769.0,TikTok
Apr 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,300,0.14,3.9,8085.0,TikTok
Apr 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,220,0.18,3.1,5509.0,Twitter
Apr 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,385,0.12,3.8,4129.0,Instagram
Apr 2023,Midwest,Social Referral,880v13,Gen Z,241,0.07,4.5,6575.0,Instagram
Apr 2023,Midwest,Social Referral,880v13,Millennial,167,0.11,3.5,3090.0,Facebook
Apr 2023,Midwest,Social Referral,880v13,Gen X,354,0.14,3.5,5105.0,Instagram
Apr 2023,Midwest,Social Referral,880v13,Boomer,375,0.21,2.9,2717.0,TikTok
Apr 2023,West,In-Store,Fresh Foam X,Gen Z,300,0.16,3.6,,
Apr 2023,West,In-Store,Fresh Foam X,Millennial,315,0.12,3.9,,
Apr 2023,West,In-Store,Fresh Foam X,Gen X,175,0.09,4.1,,
Apr 2023,West,In-Store,Fresh Foam X,Boomer,246,0.14,3.9,,
Apr 2023,West,In-Store,FuelCell Rebel,Gen Z,331,0.15,3.7,,
Apr 2023,West,In-Store,FuelCell Rebel,Millennial,256,0.22,3.1,,
Apr 2023,West,In-Store,FuelCell Rebel,Gen X,127,0.19,2.9,,
Apr 2023,West,In-Store,FuelCell Rebel,Boomer,166,0.17,3.3,,
Apr 2023,West,In-Store,880v13,Gen Z,261,0.17,3.3,,
Apr 2023,West,In-Store,880v13,Millennial,171,0.12,3.9,,
Apr 2023,West,In-Store,880v13,Gen X,252,0.19,3.2,,
Apr 2023,West,In-Store,880v13,Boomer,192,0.26,2.5,,
Apr 2023,West,Online,Fresh Foam X,Gen Z,241,0.07,4.5,,
Apr 2023,West,Online,Fresh Foam X,Millennial,276,0.14,3.6,,
Apr 2023,West,Online,Fresh Foam X,Gen X,289,0.16,3.5,,
Apr 2023,West,Online,Fresh Foam X,Boomer,189,0.05,4.1,,
Apr 2023,West,Online,FuelCell Rebel,Gen Z,291,0.06,4.4,,
Apr 2023,West,Online,FuelCell Rebel,Millennial,332,0.11,3.8,,
Apr 2023,West,Online,FuelCell Rebel,Gen X,140,0.16,3.8,,
Apr 2023,West,Online,FuelCell Rebel,Boomer,158,0.2,3.0,,
Apr 2023,West,Online,880v13,Gen Z,291,0.13,3.5,,
Apr 2023,West,Online,880v13,Millennial,100,0.22,2.6,,
Apr 2023,West,Online,880v13,Gen X,171,0.16,3.6,,
Apr 2023,West,Online,880v13,Boomer,367,0.09,4.4,,
Apr 2023,West,Social Referral,Fresh Foam X,Gen Z,189,0.16,3.2,3937.0,Instagram
Apr 2023,West,Social Referral,Fresh Foam X,Millennial,226,0.17,3.1,5401.0,Twitter
Apr 2023,West,Social Referral,Fresh Foam X,Gen X,183,0.14,3.9,6701.0,Twitter
Apr 2023,West,Social Referral,Fresh Foam X,Boomer,384,0.11,3.6,7116.0,Twitter
Apr 2023,West,Social Referral,FuelCell Rebel,Gen Z,365,0.09,4.1,5677.0,TikTok
Apr 2023,West,Social Referral,FuelCell Rebel,Millennial,192,0.1,4.0,3882.0,Instagram
Apr 2023,West,Social Referral,FuelCell Rebel,Gen X,180,0.17,3.9,3746.0,Instagram
Apr 2023,West,Social Referral,FuelCell Rebel,Boomer,312,0.14,3.4,5927.0,Twitter
Apr 2023,West,Social Referral,880v13,Gen Z,393,0.17,3.6,7760.0,Instagram
Apr 2023,West,Social Referral,880v13,Millennial,221,0.11,3.5,5697.0,Instagram
Apr 2023,West,Social Referral,880v13,Gen X,294,0.06,4.2,2246.0,TikTok
Apr 2023,West,Social Referral,880v13,Boomer,199,0.21,3.1,1412.0,Twitter
May 2023,Northeast,In-Store,Fresh Foam X,Gen Z,255,0.09,4.0,,
May 2023,Northeast,In-Store,Fresh Foam X,Millennial,155,0.16,2.8,,
May 2023,Northeast,In-Store,Fresh Foam X,Gen X,225,0.11,4.0,,
May 2023,Northeast,In-Store,Fresh Foam X,Boomer,163,0.07,4.7,,
May 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,215,0.23,3.3,,
May 2023,Northeast,In-Store,FuelCell Rebel,Millennial,130,0.11,4.0,,
May 2023,Northeast,In-Store,FuelCell Rebel,Gen X,166,0.14,3.7,,
May 2023,Northeast,In-Store,FuelCell Rebel,Boomer,254,0.06,4.0,,
May 2023,Northeast,In-Store,880v13,Gen Z,361,0.14,4.1,,
May 2023,Northeast,In-Store,880v13,Millennial,129,0.15,3.5,,
May 2023,Northeast,In-Store,880v13,Gen X,136,0.15,3.6,,
May 2023,Northeast,In-Store,880v13,Boomer,186,0.16,3.4,,
May 2023,Northeast,Online,Fresh Foam X,Gen Z,300,0.14,3.7,,
May 2023,Northeast,Online,Fresh Foam X,Millennial,208,0.15,3.6,,
May 2023,Northeast,Online,Fresh Foam X,Gen X,261,0.12,3.6,,
May 2023,Northeast,Online,Fresh Foam X,Boomer,141,0.18,3.5,,
May 2023,Northeast,Online,FuelCell Rebel,Gen Z,349,0.14,3.5,,
May 2023,Northeast,Online,FuelCell Rebel,Millennial,120,0.15,3.6,,
May 2023,Northeast,Online,FuelCell Rebel,Gen X,191,0.17,3.2,,
May 2023,Northeast,Online,FuelCell Rebel,Boomer,372,0.1,4.3,,
May 2023,Northeast,Online,880v13,Gen Z,313,0.25,2.8,,
May 2023,Northeast,Online,880v13,Millennial,264,0.12,3.9,,
May 2023,Northeast,Online,880v13,Gen X,104,0.28,2.5,,
May 2023,Northeast,Online,880v13,Boomer,246,0.16,3.1,,
May 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,366,0.12,3.2,3982.0,TikTok
May 2023,Northeast,Social Referral,Fresh Foam X,Millennial,145,0.15,3.5,5980.0,Instagram
May 2023,Northeast,Social Referral,Fresh Foam X,Gen X,169,0.06,4.8,3641.0,TikTok
May 2023,Northeast,Social Referral,Fresh Foam X,Boomer,302,0.12,3.7,6011.0,TikTok
May 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,318,0.21,2.8,5622.0,Facebook
May 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,147,0.22,2.5,3808.0,Instagram
May 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,112,0.19,3.3,5118.0,TikTok
May 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,376,0.2,3.3,4202.0,Instagram
May 2023,Northeast,Social Referral,880v13,Gen Z,283,0.22,2.8,6813.0,Instagram
May 2023,Northeast,Social Referral,880v13,Millennial,240,0.08,4.4,6131.0,TikTok
May 2023,Northeast,Social Referral,880v13,Gen X,226,0.17,3.5,4666.0,TikTok
May 2023,Northeast,Social Referral,880v13,Boomer,359,0.11,3.7,4783.0,Instagram
May 2023,South,In-Store,Fresh Foam X,Gen Z,358,0.2,3.6,,
May 2023,South,In-Store,Fresh Foam X,Millennial,389,0.17,3.5,,
May 2023,South,In-Store,Fresh Foam X,Gen X,244,0.22,2.8,,
May 2023,South,In-Store,Fresh Foam X,Boomer,243,0.09,4.1,,
May 2023,South,In-Store,FuelCell Rebel,Gen Z,112,0.09,4.3,,
May 2023,South,In-Store,FuelCell Rebel,Millennial,389,0.19,2.9,,
May 2023,South,In-Store,FuelCell Rebel,Gen X,219,0.19,3.0,,
May 2023,South,In-Store,FuelCell Rebel,Boomer,320,0.21,3.0,,
May 2023,South,In-Store,880v13,Gen Z,332,0.13,3.3,,
May 2023,South,In-Store,880v13,Millennial,380,0.05,4.6,,
May 2023,South,In-Store,880v13,Gen X,109,0.16,3.8,,
May 2023,South,In-Store,880v13,Boomer,247,0.09,4.3,,
May 2023,South,Online,Fresh Foam X,Gen Z,152,0.16,3.8,,
May 2023,South,Online,Fresh Foam X,Millennial,290,0.12,4.3,,
May 2023,South,Online,Fresh Foam X,Gen X,389,0.17,3.0,,
May 2023,South,Online,Fresh Foam X,Boomer,174,0.12,3.3,,
May 2023,South,Online,FuelCell Rebel,Gen Z,340,0.12,3.8,,
May 2023,South,Online,FuelCell Rebel,Millennial,195,0.19,3.2,,
May 2023,South,Online,FuelCell Rebel,Gen X,187,0.19,2.8,,
May 2023,South,Online,FuelCell Rebel,Boomer,256,0.16,3.1,,
May 2023,South,Online,880v13,Gen Z,261,0.2,2.8,,
May 2023,South,Online,880v13,Millennial,240,0.06,4.0,,
May 2023,South,Online,880v13,Gen X,155,0.15,4.1,,
May 2023,South,Online,880v13,Boomer,316,0.18,3.0,,
May 2023,South,Social Referral,Fresh Foam X,Gen Z,112,0.12,3.6,5573.0,Facebook
May 2023,South,Social Referral,Fresh Foam X,Millennial,300,0.11,4.0,4572.0,TikTok
May 2023,South,Social Referral,Fresh Foam X,Gen X,397,0.15,3.2,6474.0,Twitter
May 2023,South,Social Referral,Fresh Foam X,Boomer,245,0.13,4.1,5946.0,Instagram
May 2023,South,Social Referral,FuelCell Rebel,Gen Z,112,0.21,2.8,4405.0,TikTok
May 2023,South,Social Referral,FuelCell Rebel,Millennial,199,0.17,3.6,7403.0,Instagram
May 2023,South,Social Referral,FuelCell Rebel,Gen X,315,0.16,3.3,8700.0,Instagram
May 2023,South,Social Referral,FuelCell Rebel,Boomer,334,0.1,3.8,4755.0,Instagram
May 2023,South,Social Referral,880v13,Gen Z,237,0.1,4.0,3376.0,Facebook
May 2023,South,Social Referral,880v13,Millennial,357,0.19,3.0,1041.0,Twitter
May 2023,South,Social Referral,880v13,Gen X,116,0.14,3.7,5925.0,Instagram
May 2023,South,Social Referral,880v13,Boomer,329,0.17,3.2,7347.0,Instagram
May 2023,Midwest,In-Store,Fresh Foam X,Gen Z,203,0.11,3.9,,
May 2023,Midwest,In-Store,Fresh Foam X,Millennial,274,0.14,3.7,,
May 2023,Midwest,In-Store,Fresh Foam X,Gen X,233,0.06,4.2,,
May 2023,Midwest,In-Store,Fresh Foam X,Boomer,252,0.16,3.9,,
May 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,343,0.2,3.6,,
